species_id,n_p_genes,n_m_genes,total_pairs,n_same_contig,pct_same_contig,median_dist,min_dist,mean_dist
s__Streptomyces_sp020982545--RS_GCF_020982545.1,8,7,56,0,0.0,,,
s__Streptomyces_sp022414535--RS_GCF_022414535.1,5,3,15,0,0.0,,,
s__Streptomyces_sp900290235--RS_GCF_900290235.1,4,9,36,0,0.0,,,
s__Streptomyces_spectabilis--RS_GCF_008704795.1,5,9,45,45,100.0,1900.0,128.0,1969.6
s__Streptomyces_spinosus--RS_GCF_020400655.1,4,5,20,0,0.0,,,
s__Streptomyces_spiralis--RS_GCF_014654675.1,4,4,16,0,0.0,,,
s__Streptomyces_sporangiiformans--RS_GCF_005768555.2,7,6,42,0,0.0,,,
s__Streptomyces_subrutilus--RS_GCF_008704535.1,6,7,42,42,100.0,2081.5,73.0,2047.4
s__Streptomyces_sviceus--RS_GCF_003443735.1,4,5,20,20,100.0,1765.5,868.0,1813.5
s__Streptomyces_thermodiastaticus--RS_GCF_014656135.1,4,3,12,0,0.0,,,
s__Streptomyces_thermovulgaris--RS_GCF_002155915.1,5,3,15,0,0.0,,,
s__Streptomyces_tibetensis--RS_GCF_007655005.1,5,4,20,0,0.0,,,
s__Streptomyces_toxytricini--RS_GCF_014649915.1,4,4,16,0,0.0,,,
s__Streptomyces_triculaminicus_A--RS_GCF_017349075.1,5,6,30,6,20.0,230.5,108.0,290.3
s__Streptomyces_triticirhizae--RS_GCF_003696235.1,8,2,16,0,0.0,,,
s__Streptomyces_tsukubensis--RS_GCF_003932715.1,4,3,12,12,100.0,415.5,228.0,731.2
s__Streptomyces_tsukubensis_B--RS_GCF_009296025.1,4,5,20,20,100.0,1636.5,894.0,1703.3
s__Streptomyces_venezuelae_B--RS_GCF_008642355.1,5,5,25,25,100.0,1764.0,157.0,1831.6
s__Streptomyces_vietnamensis--RS_GCF_000830005.1,5,6,30,30,100.0,2210.5,204.0,2011.0
s__Streptomyces_vinaceus--RS_GCF_008704935.1,4,8,32,32,100.0,2200.0,676.0,2084.0
s__Streptomyces_violens--RS_GCF_000717745.1,6,5,30,0,0.0,,,
s__Streptomyces_virginiae--RS_GCF_000720455.1,4,7,28,0,0.0,,,
s__Streptomyces_viridosporus--RS_GCF_002078235.1,4,4,16,0,0.0,,,
s__Streptomyces_wedmorensis--RS_GCF_000716445.1,6,5,30,4,13.3,177.5,176.0,177.5
s__Streptomyces_xanthochromogenes--RS_GCF_014650455.1,6,5,30,4,13.3,147.5,146.0,147.5
s__Streptomyces_xanthophaeus--RS_GCF_000725805.1,4,5,20,0,0.0,,,
s__Streptomyces_xiamenensis--RS_GCF_000993785.3,10,3,30,30,100.0,1410.0,317.0,1144.7
s__Streptomyces_xinghaiensis--RS_GCF_000220705.2,4,2,8,8,100.0,1563.5,1258.0,1563.5
s__Streptomyces_yatensis--RS_GCF_018069625.1,7,5,35,35,100.0,1683.0,78.0,2119.7
s__Streptomyces_yunnanensis--RS_GCF_016917755.1,6,5,30,30,100.0,2600.5,123.0,2329.4
s__Streptosporangium_canum--RS_GCF_900113865.1,4,3,12,0,0.0,,,
s__Stutzerimonas_degradans--RS_GCF_024448505.1,8,2,16,0,0.0,,,
s__Stutzerimonas_kirkiae--RS_GCF_004327335.1,5,1,5,0,0.0,,,
s__Stutzerimonas_phenolilytica--RS_GCF_021432765.1,8,2,16,16,100.0,1068.5,452.0,1555.5
s__Stutzerimonas_songnenensis--RS_GCF_003696315.1,11,1,11,7,63.6,427.0,424.0,469.4
s__Stutzerimonas_stutzeri_A--RS_GCF_000661915.1,11,2,22,22,100.0,626.5,405.0,918.6
s__Stutzerimonas_stutzeri_AF--RS_GCF_002890915.1,12,3,36,0,0.0,,,
s__Stutzerimonas_stutzeri_AH--RS_GCF_002909485.1,9,1,9,2,22.2,298.0,297.0,298.0
s__Stutzerimonas_stutzeri_D--RS_GCF_000590475.1,5,2,10,10,100.0,395.5,157.0,346.0
s__Stutzerimonas_zhaodongensis--RS_GCF_003696365.1,6,1,6,6,100.0,473.5,471.0,597.8
s__Sulfobacillus_benefaciens_A--GB_GCA_003023725.1,1,4,4,0,0.0,,,
s__Sulfobacillus_sp021821465--GB_GCA_021821465.1,1,2,2,0,0.0,,,
s__Sulfobacillus_sp021841025--GB_GCA_021841025.1,1,2,2,0,0.0,,,
s__Sulfobium_sp021787505--GB_GCA_021787505.1,3,2,6,0,0.0,,,
s__Sulfotelmatobacter_sp003131585--GB_GCA_003131585.1,2,1,2,0,0.0,,,
s__Sulfotelmatobacter_sp003131635--GB_GCA_003131635.1,2,1,2,0,0.0,,,
s__Sulfotelmatobacter_sp003134655--GB_GCA_003134655.1,2,3,6,0,0.0,,,
s__Sulfotelmatobacter_sp003134995--GB_GCA_003134995.1,3,1,3,3,100.0,117.0,116.0,118.7
s__Sulfotelmatobacter_sp003156805--GB_GCA_003156805.1,2,2,4,0,0.0,,,
s__Sulfotelmatobacter_sp003166855--GB_GCA_003166855.1,2,1,2,0,0.0,,,
s__Sulfotelmatobacter_sp003168355--GB_GCA_003168355.1,3,3,9,0,0.0,,,
s__Sulfuricella_sp021801705--GB_GCA_021801705.1,9,3,27,6,22.2,4.0,3.0,4.0
s__Sulfuricurvum_sp002327465--RS_GCF_004347735.1,8,1,8,0,0.0,,,
s__Sulfurimonas_sediminis--RS_GCF_014905115.1,4,1,4,4,100.0,227.5,226.0,227.5
s__Sulfurospirillum_multivorans--RS_GCF_000568815.1,7,3,21,21,100.0,548.0,350.0,685.6
s__Sulfurospirillum_sp002309535--RS_GCF_002309535.1,5,3,15,15,100.0,521.0,60.0,434.3
s__Sulfurospirillum_sp016930915--GB_GCA_016930915.1,3,1,3,0,0.0,,,
s__Sutcliffiella_A_horikoshii_C--RS_GCF_002157855.1,7,2,14,14,100.0,1856.0,1152.0,1938.7
s__Sutcliffiella_cohnii--RS_GCF_002250055.1,11,1,11,11,100.0,2960.0,1696.0,2891.9
s__Symbiobacterium_thermophilum--RS_GCF_000009905.1,13,1,13,13,100.0,1849.0,601.0,1901.9
s__Symplocastrum_torsivum--GB_GCA_019358875.1,18,3,54,0,0.0,,,
s__Syntrophaceticus_schinkii--RS_GCF_000946815.1,7,1,7,0,0.0,,,
s__Syntropharchaeum_butanivorans--GB_GCA_001766825.1,2,5,10,0,0.0,,,
s__Syntrophomonas_methylbutyratica--RS_GCF_001570625.1,7,2,14,0,0.0,,,
s__Syntrophotalea_acetylenica--RS_GCF_001888165.1,5,2,10,10,100.0,447.5,93.0,447.5
s__T1SED10-26_sp007122335--GB_GCA_007122335.1,5,5,25,0,0.0,,,
s__T1SED10-28_sp003554105--GB_GCA_003554105.1,4,1,4,0,0.0,,,
s__T1SED10-84_sp007134885--GB_GCA_007134885.1,1,3,3,0,0.0,,,
s__T1Sed10-49_sp003553795--GB_GCA_003553795.1,2,1,2,0,0.0,,,
s__T1Sed10-49_sp007133145--GB_GCA_007133145.1,3,2,6,0,0.0,,,
s__T3SED10-260_sp003566815--GB_GCA_003566815.1,4,6,24,0,0.0,,,
s__T3SED10-7_sp007119965--GB_GCA_007119965.1,2,2,4,0,0.0,,,
s__T3SED10-7_sp007127255--GB_GCA_007127255.1,2,1,2,0,0.0,,,
s__T3Sed10-11_sp003568415--GB_GCA_003568415.1,1,7,7,0,0.0,,,
s__T3Sed10-11_sp007128495--GB_GCA_007128495.1,2,4,8,0,0.0,,,
s__T3Sed10-11_sp007131635--GB_GCA_007131635.1,3,4,12,0,0.0,,,
s__T78_sp002409365--GB_GCA_002409365.1,2,1,2,0,0.0,,,
s__T78_sp002409625--GB_GCA_002409625.1,3,2,6,0,0.0,,,
s__T78_sp002411175--GB_GCA_002411175.1,1,1,1,0,0.0,,,
s__TA-21_sp005877075--GB_GCA_005877075.1,1,5,5,0,0.0,,,
s__TA-21_sp014523495--GB_GCA_014523495.1,1,5,5,0,0.0,,,
s__TCS60_sp018334695--GB_GCA_018334695.1,4,1,4,0,0.0,,,
s__Tabrizicola_soli--RS_GCF_015999335.1,9,3,27,0,0.0,,,
s__Taishania_pollutisoli--RS_GCF_014518315.1,1,3,3,0,0.0,,,
s__Tamilnaduibacter_salinus--RS_GCF_003096655.1,4,1,4,0,0.0,,,
s__Tardiphaga_robiniae--RS_GCF_013359755.1,9,3,27,0,0.0,,,
s__Tautonia_rosea--RS_GCF_012958305.1,5,1,5,0,0.0,,,
s__Tc-Br11-B2g6-7_sp007124945--GB_GCA_007124945.1,3,3,9,0,0.0,,,
s__Telluria_sp001412595--RS_GCF_001412595.2,7,5,35,35,100.0,1726.0,33.0,2101.5
s__Telluria_sp001426525--RS_GCF_001426525.1,4,5,20,0,0.0,,,
s__Telluria_sp006715485--RS_GCF_006715485.1,4,4,16,4,25.0,150.5,149.0,150.5
s__Telluria_sp018119395--RS_GCF_018119395.1,8,3,24,2,8.3,47.5,47.0,47.5
s__Telluria_sp021044825--RS_GCF_021044825.1,7,5,35,16,45.7,500.5,41.0,359.2
s__Terrabacter_sp001428505--RS_GCF_001428505.1,4,3,12,0,0.0,,,
s__Terrabacter_sp001429185--RS_GCF_001429185.1,4,3,12,0,0.0,,,
s__Terrabacter_sp013361975--GB_GCA_013361975.1,4,8,32,0,0.0,,,
s__Terrabacter_sp024519435--RS_GCF_024519435.1,4,2,8,0,0.0,,,
s__Terracidiphilus_sp003133425--GB_GCA_003133425.1,1,4,4,0,0.0,,,
s__Terracidiphilus_sp003138365--GB_GCA_003138365.1,2,4,8,0,0.0,,,
s__Terracidiphilus_sp003138515--GB_GCA_003138515.1,2,2,4,0,0.0,,,
s__Terracidiphilus_sp003139795--GB_GCA_003139795.1,2,1,2,0,0.0,,,
s__Terracidiphilus_sp003140785--GB_GCA_003140785.1,4,3,12,0,0.0,,,
s__Terracidiphilus_sp003142015--GB_GCA_003142015.1,1,3,3,0,0.0,,,
s__Terracidiphilus_sp003142935--GB_GCA_003142935.1,5,3,15,0,0.0,,,
s__Terracidiphilus_sp003151435--GB_GCA_003151435.1,2,6,12,0,0.0,,,
s__Terracidiphilus_sp003151985--GB_GCA_003151985.1,2,4,8,0,0.0,,,
s__Terracidiphilus_sp003159355--GB_GCA_003159355.1,4,2,8,0,0.0,,,
s__Terracidiphilus_sp003161045--GB_GCA_003161045.1,2,2,4,0,0.0,,,
s__Terracidiphilus_sp003165005--GB_GCA_003165005.1,1,2,2,0,0.0,,,
s__Terracidiphilus_sp003166055--GB_GCA_003166055.1,1,4,4,0,0.0,,,
s__Terracidiphilus_sp003170825--GB_GCA_003170825.1,2,3,6,0,0.0,,,
s__Terracidiphilus_sp021779695--GB_GCA_021779695.1,5,2,10,0,0.0,,,
s__Terracidiphilus_sp021781795--GB_GCA_021781795.1,2,2,4,4,100.0,376.5,376.0,376.5
s__Terracidiphilus_sp021813745--GB_GCA_021813745.1,3,3,9,0,0.0,,,
s__Terracidiphilus_sp021841795--GB_GCA_021841795.1,2,2,4,0,0.0,,,
s__Terraquivivens_ruidianensis--GB_GCA_023267975.1,1,5,5,1,20.0,161.0,161.0,161.0
s__Terraquivivens_yellowstonensis--GB_GCA_023539445.1,1,5,5,1,20.0,121.0,121.0,121.0
s__Terrihabitans_sp001464335--GB_GCA_001464335.1,5,4,20,2,10.0,62.0,61.0,62.0
s__Terrihabitans_sp003347645--GB_GCA_003347645.1,11,3,33,0,0.0,,,
s__Terrilactibacillus_laevilacticus--RS_GCF_006517395.1,7,3,21,2,9.5,104.5,19.0,104.5
s__Terrimesophilobacter_sp017306245--GB_GCA_017306245.1,8,7,56,12,21.4,171.5,25.0,129.7
s__Terrimesophilobacter_sp019639015--GB_GCA_019639015.1,2,2,4,0,0.0,,,
s__Terrimesophilobacter_sp023957835--GB_GCA_023957835.1,3,3,9,9,100.0,301.0,202.0,574.0
s__Thauera_aromatica--RS_GCF_003030465.1,4,3,12,12,100.0,380.5,42.0,299.6
s__Thauera_humireducens--RS_GCF_001051995.2,4,3,12,12,100.0,466.5,341.0,1308.5
s__Thauera_propionica--RS_GCF_002245655.1,4,2,8,0,0.0,,,
s__Thermaurantiacus_tibetensis--RS_GCF_015354055.1,5,1,5,0,0.0,,,
s__Thermoactinomyces_A_daqus--RS_GCF_000763315.1,5,4,20,8,40.0,82.5,62.0,82.5
s__Thermoanaerobacter_uzonensis--RS_GCF_900129115.1,3,1,3,0,0.0,,,
s__Thermobacillus_xylanilyticus--RS_GCF_907165215.1,5,3,15,0,0.0,,,
s__Thermobifida_fusca--RS_GCF_001592045.1,5,2,10,0,0.0,,,
s__Thermobispora_bispora--RS_GCF_000092645.1,4,3,12,12,100.0,2751.5,2433.0,2697.5
s__Thermodesulfobacterium_sp003641645--GB_GCA_003641645.1,4,1,4,0,0.0,,,
s__Thermodesulfobacterium_sp017656385--GB_GCA_017656385.1,5,1,5,0,0.0,,,
s__Thermoflexus_hugenholtzii--RS_GCF_900187885.1,12,2,24,0,0.0,,,
s__Thermoflexus_sinensis--GB_GCA_016842045.1,9,2,18,0,0.0,,,
s__Thermohalobaculum_sp022573605--GB_GCA_022573605.1,2,2,4,0,0.0,,,
s__Thermomonas_sp024711415--GB_GCA_024711415.1,6,3,18,0,0.0,,,
s__Thermomonospora_amylolytica--RS_GCF_003589885.1,4,1,4,4,100.0,548.5,547.0,548.5
s__Thermophagus_xiamenensis--RS_GCF_900112795.1,1,3,3,0,0.0,,,
s__Thermophilibacter_immobilis--RS_GCF_015277515.1,5,2,10,10,100.0,800.5,591.0,800.5
s__Thermorudis_peleae--RS_GCF_000744775.1,4,3,12,0,0.0,,,
s__Thioalkalivibrio_B_sp007136145--GB_GCA_007136145.1,1,3,3,0,0.0,,,
s__Thiobacillus_denitrificans_A--GB_GCA_002343685.1,5,3,15,0,0.0,,,
s__Thiobacillus_sp021836225--GB_GCA_021836225.1,1,3,3,0,0.0,,,
s__Thiobacillus_sp024709165--GB_GCA_024709165.1,4,2,8,0,0.0,,,
s__Thiocapsa_sp009929855--GB_GCA_009929855.1,3,4,12,0,0.0,,,
s__Thiocapsa_sp022340925--GB_GCA_022340925.1,10,3,30,0,0.0,,,
s__Thioclava_nitratireducens--RS_GCF_001940525.2,8,6,48,32,66.7,1333.0,154.0,1535.6
s__Thiomonas_sp021783435--GB_GCA_021783435.1,10,6,60,0,0.0,,,
s__Thiomonas_sp021805805--GB_GCA_021805805.1,3,2,6,0,0.0,,,
s__Thiomonas_sp021807445--GB_GCA_021807445.1,3,1,3,0,0.0,,,
s__Thiomonas_sp021808525--GB_GCA_021808525.1,4,1,4,0,0.0,,,
s__Thiomonas_sp021847345--GB_GCA_021847345.1,3,3,9,0,0.0,,,
s__Thiorhodovibrio_B_sp007128075--GB_GCA_007128075.1,3,1,3,0,0.0,,,
s__Tractidigestivibacter_sp900111695--GB_GCA_900111695.1,3,1,3,0,0.0,,,
s__Trichlorobacter_lovleyi--RS_GCF_000020385.1,8,3,24,24,100.0,1837.5,15.0,1588.9
s__Trichococcus_shcherbakoviae--GB_GCA_002155105.1,8,2,16,0,0.0,,,
s__Trinickia_soli--RS_GCF_002879855.1,4,3,12,0,0.0,,,
s__Tsukamurella_paurometabola_A--RS_GCF_900631615.1,5,7,35,35,100.0,1815.0,194.0,1628.8
s__U87765_sp018131225--RS_GCF_018131225.1,8,2,16,0,0.0,,,
s__UBA10428_sp016938235--GB_GCA_016938235.1,4,1,4,0,0.0,,,
s__UBA10449_sp001917815--GB_GCA_001917815.1,3,2,6,0,0.0,,,
s__UBA10449_sp003446775--GB_GCA_003446775.1,1,1,1,0,0.0,,,
s__UBA10566_sp002399025--GB_GCA_002399025.1,3,2,6,0,0.0,,,
s__UBA10566_sp002407855--GB_GCA_002407855.1,3,1,3,0,0.0,,,
s__UBA10656_sp003645185--GB_GCA_003645185.1,1,1,1,0,0.0,,,
s__UBA10806_sp003520965--GB_GCA_003520965.1,3,1,3,0,0.0,,,
s__UBA11153_sp003511885--GB_GCA_003511885.1,5,3,15,0,0.0,,,
s__UBA11358_sp003139955--GB_GCA_003139955.1,2,1,2,0,0.0,,,
s__UBA11358_sp021780905--GB_GCA_021780905.1,1,1,1,1,100.0,37.0,37.0,37.0
s__UBA11358_sp021781185--GB_GCA_021781185.1,2,4,8,0,0.0,,,
s__UBA11358_sp021817945--GB_GCA_021817945.1,2,1,2,0,0.0,,,
s__UBA11361_sp005881295--GB_GCA_005881295.1,3,2,6,0,0.0,,,
s__UBA1162_sp003142375--GB_GCA_003142375.1,2,2,4,0,0.0,,,
s__UBA1163_sp002311635--GB_GCA_002311635.1,4,1,4,0,0.0,,,
s__UBA12014_sp002684755--GB_GCA_002684755.1,3,1,3,0,0.0,,,
s__UBA1309_sp002307185--GB_GCA_002307185.1,10,3,30,1,3.3,27.0,27.0,27.0
s__UBA1328_sp022564545--GB_GCA_022564545.1,3,1,3,0,0.0,,,
s__UBA1383_sp002304945--GB_GCA_002304945.1,3,2,6,0,0.0,,,
s__UBA1413_sp001270045--GB_GCA_001270045.2,3,2,6,0,0.0,,,
s__UBA1603_sp002322035--GB_GCA_002322035.1,3,2,6,0,0.0,,,
s__UBA1845_sp002338715--GB_GCA_002338715.1,1,4,4,0,0.0,,,
s__UBA1847_sp022573655--GB_GCA_022573655.1,1,1,1,0,0.0,,,
s__UBA184_sp021798415--GB_GCA_021798415.1,1,2,2,0,0.0,,,
s__UBA184_sp021817245--GB_GCA_021817245.1,1,3,3,0,0.0,,,
s__UBA184_sp021821785--GB_GCA_021821785.1,1,3,3,0,0.0,,,
s__UBA184_sp021826685--GB_GCA_021826685.1,1,2,2,1,50.0,54.0,54.0,54.0
s__UBA2250_sp024709955--GB_GCA_024709955.1,3,5,15,0,0.0,,,
s__UBA2279_sp016938135--GB_GCA_016938135.1,4,3,12,0,0.0,,,
s__UBA2383_sp024234995--GB_GCA_024234995.1,3,2,6,0,0.0,,,
s__UBA2383_sp024235095--GB_GCA_024235095.1,9,2,18,10,55.6,865.5,574.0,865.5
s__UBA2402_sp019636615--GB_GCA_019636615.1,1,2,2,2,100.0,493.0,485.0,493.0
s__UBA2486_sp023277115--RS_GCF_023277115.1,4,7,28,28,100.0,565.5,421.0,745.0
s__UBA2487_sp021790625--GB_GCA_021790625.1,3,2,6,0,0.0,,,
s__UBA2487_sp021845925--GB_GCA_021845925.1,4,2,8,4,50.0,53.5,52.0,53.5
s__UBA2632_sp012840785--GB_GCA_012840785.1,1,4,4,1,25.0,12.0,12.0,12.0
s__UBA2664_sp003559375--GB_GCA_003559375.1,3,3,9,1,11.1,1.0,1.0,1.0
s__UBA2664_sp007123715--GB_GCA_007123715.1,3,2,6,0,0.0,,,
s__UBA2664_sp007123785--GB_GCA_007123785.1,3,2,6,0,0.0,,,
s__UBA2664_sp007123985--GB_GCA_007123985.1,2,3,6,0,0.0,,,
s__UBA2664_sp007127745--GB_GCA_007127745.1,1,3,3,0,0.0,,,
s__UBA2664_sp007134085--GB_GCA_007134085.1,3,1,3,0,0.0,,,
s__UBA2664_sp007135335--GB_GCA_007135335.1,1,3,3,0,0.0,,,
s__UBA2779_sp003644105--GB_GCA_003644105.1,1,1,1,0,0.0,,,
s__UBA2779_sp900608495--GB_GCA_900608495.1,3,1,3,0,0.0,,,
s__UBA3076_sp003194485--GB_GCA_003194485.1,3,1,3,0,0.0,,,
s__UBA3465_sp020440935--GB_GCA_020440935.1,3,5,15,0,0.0,,,
s__UBA3574_sp002375935--GB_GCA_002375935.1,2,1,2,0,0.0,,,
s__UBA3583_sp002375815--GB_GCA_022760735.1,3,1,3,3,100.0,398.0,397.0,398.0
s__UBA4085_sp003154255--GB_GCA_003154255.1,4,2,8,0,0.0,,,
s__UBA412_sp002495685--GB_GCA_002495685.1,2,6,12,0,0.0,,,
s__UBA4132_sp002380945--GB_GCA_002380945.1,3,6,18,2,11.1,31.5,31.0,31.5
s__UBA4459_sp003648625--GB_GCA_003648625.1,1,3,3,0,0.0,,,
s__UBA4572_sp021828525--GB_GCA_021828525.1,1,1,1,0,0.0,,,
s__UBA4572_sp021840555--GB_GCA_021840555.1,3,4,12,1,8.3,43.0,43.0,43.0
s__UBA4572_sp023481175--GB_GCA_023481175.1,3,3,9,0,0.0,,,
s__UBA4719_sp012927555--GB_GCA_012927555.1,4,4,16,0,0.0,,,
s__UBA4720_sp003131365--GB_GCA_003131365.1,4,1,4,0,0.0,,,
s__UBA4720_sp003134685--GB_GCA_003134685.1,6,1,6,0,0.0,,,
s__UBA4720_sp003221805--GB_GCA_003221805.1,5,1,5,0,0.0,,,
s__UBA4732_sp002404095--GB_GCA_002404095.1,2,1,2,0,0.0,,,
s__UBA4735_sp002404155--GB_GCA_002404155.1,2,2,4,0,0.0,,,
s__UBA4738_sp002413305--GB_GCA_002413305.1,2,1,2,0,0.0,,,
s__UBA4810_sp002479215--GB_GCA_002479215.1,1,1,1,0,0.0,,,
s__UBA4839_sp002400085--GB_GCA_002400085.1,3,1,3,0,0.0,,,
s__UBA4844_sp002398105--GB_GCA_002398105.1,4,3,12,0,0.0,,,
s__UBA4844_sp002424365--GB_GCA_002424365.1,3,2,6,0,0.0,,,
s__UBA4851_sp002408445--GB_GCA_002408445.1,1,4,4,0,0.0,,,
s__UBA4874_sp002398065--GB_GCA_002398065.1,3,2,6,0,0.0,,,
s__UBA4881_sp002399235--GB_GCA_002399235.1,2,3,6,1,16.7,109.0,109.0,109.0
s__UBA4971_sp002398515--GB_GCA_002398515.1,3,2,6,0,0.0,,,
s__UBA4971_sp002424305--GB_GCA_002424305.1,2,2,4,0,0.0,,,
s__UBA4975_sp002408465--GB_GCA_002408465.1,2,1,2,0,0.0,,,
s__UBA5072_sp002415855--GB_GCA_002415855.1,4,3,12,0,0.0,,,
s__UBA5072_sp016934055--GB_GCA_016934055.1,3,3,9,0,0.0,,,
s__UBA5078_sp024234325--GB_GCA_024234325.1,7,3,21,0,0.0,,,
s__UBA5078_sp024234365--GB_GCA_024234365.1,6,3,18,0,0.0,,,
s__UBA5157_sp002415335--GB_GCA_002415335.1,4,3,12,0,0.0,,,
s__UBA5172_sp002413385--GB_GCA_002413385.1,2,2,4,0,0.0,,,
s__UBA5172_sp003138795--GB_GCA_003138795.1,3,1,3,0,0.0,,,
s__UBA5172_sp021819255--GB_GCA_021819255.1,3,1,3,0,0.0,,,
s__UBA5177_sp002413265--GB_GCA_002413265.1,4,2,8,0,0.0,,,
s__UBA5189_sp003250155--GB_GCA_003250155.1,4,1,4,0,0.0,,,
s__UBA5206_sp016931855--GB_GCA_016931855.1,2,5,10,0,0.0,,,
s__UBA5278_sp002427165--GB_GCA_002427165.1,2,4,8,0,0.0,,,
s__UBA5352_sp002411015--GB_GCA_002411015.1,1,2,2,0,0.0,,,
s__UBA5352_sp003566775--GB_GCA_003566775.1,3,1,3,0,0.0,,,
s__UBA5359_sp002410925--GB_GCA_002410925.1,3,2,6,2,33.3,13.5,13.0,13.5
s__UBA5389_sp002409965--GB_GCA_002409965.1,4,1,4,0,0.0,,,
s__UBA5409_sp002410615--GB_GCA_002410615.1,2,2,4,0,0.0,,,
s__UBA5420_sp002424045--GB_GCA_002424045.1,2,1,2,0,0.0,,,
s__UBA5436_sp002427545--GB_GCA_002427545.1,2,1,2,0,0.0,,,
s__UBA5456_sp002410505--GB_GCA_002410505.1,2,1,2,0,0.0,,,
s__UBA5508_sp002409745--GB_GCA_002409745.1,5,4,20,0,0.0,,,
s__UBA5518_sp024234165--GB_GCA_024234165.1,4,2,8,0,0.0,,,
s__UBA5701_sp002420015--GB_GCA_002420015.1,3,3,9,0,0.0,,,
s__UBA5704_sp021154885--GB_GCA_021154885.1,2,2,4,0,0.0,,,
s__UBA5938_sp002414865--GB_GCA_002414865.1,1,2,2,0,0.0,,,
s__UBA6024_sp002429385--GB_GCA_002429385.1,2,4,8,0,0.0,,,
s__UBA6024_sp003537645--GB_GCA_003537645.1,1,4,4,0,0.0,,,
s__UBA6055_sp022824365--GB_GCA_022824365.1,1,1,1,0,0.0,,,
s__UBA6163_sp007127095--GB_GCA_007127095.1,6,2,12,0,0.0,,,
s__UBA6168_sp020636005--GB_GCA_020636005.1,2,3,6,1,16.7,1536.0,1536.0,1536.0
s__UBA6183_sp019454865--GB_GCA_019454865.1,4,4,16,0,0.0,,,
s__UBA665_sp002299835--GB_GCA_002299835.1,7,3,21,0,0.0,,,
s__UBA6669_sp014584295--GB_GCA_014584295.1,3,2,6,2,33.3,254.5,254.0,254.5
s__UBA668_sp020637295--GB_GCA_020637295.1,3,4,12,0,0.0,,,
s__UBA6796_sp002452815--GB_GCA_002452815.1,7,2,14,0,0.0,,,
s__UBA6898_sp003252075--GB_GCA_003252075.1,4,3,12,0,0.0,,,
s__UBA6918_sp002421825--GB_GCA_002421825.1,4,2,8,4,50.0,48.5,47.0,48.5
s__UBA7542_sp003134375--GB_GCA_003134375.1,2,2,4,0,0.0,,,
s__UBA8260_sp003134115--GB_GCA_003134115.1,3,3,9,0,0.0,,,
s__UBA8260_sp003142035--GB_GCA_003142035.1,3,2,6,0,0.0,,,
s__UBA8260_sp003170875--GB_GCA_003170875.1,5,5,25,0,0.0,,,
s__UBA8260_sp003491925--GB_GCA_003491925.1,6,1,6,0,0.0,,,
s__UBA8363_sp002753515--GB_GCA_002753515.1,4,1,4,0,0.0,,,
s__UBA8363_sp002753615--GB_GCA_002753615.1,5,1,5,2,40.0,2.5,2.0,2.5
s__UBA8363_sp002753735--GB_GCA_002753735.1,4,1,4,3,75.0,9.0,8.0,9.0
s__UBA8639_sp020632595--GB_GCA_020632595.1,3,5,15,0,0.0,,,
s__UBA8803_sp003505715--GB_GCA_003505715.1,10,3,30,0,0.0,,,
s__UBA912_sp023488435--GB_GCA_023488435.1,2,2,4,0,0.0,,,
s__UBA932_sp009777095--GB_GCA_009777095.1,1,3,3,0,0.0,,,
s__UBA9611_sp022563275--GB_GCA_022563275.1,3,1,3,0,0.0,,,
s__UBA9647_sp003170475--GB_GCA_003170475.1,2,2,4,0,0.0,,,
s__UBA9673_sp003530255--GB_GCA_913063835.1,3,1,3,0,0.0,,,
s__UBA9949_sp012516785--GB_GCA_012516785.1,3,4,12,0,0.0,,,
s__UBA9959_sp021811405--GB_GCA_021811405.1,3,1,3,0,0.0,,,
s__UTBCD1_sp002066995--GB_GCA_002066995.1,1,2,2,0,0.0,,,
s__Udaeobacter_sp003217875--GB_GCA_003217875.1,6,1,6,0,0.0,,,
s__Udaeobacter_sp003218475--GB_GCA_003218475.1,5,1,5,0,0.0,,,
s__Udaeobacter_sp003218535--GB_GCA_003218535.1,5,1,5,0,0.0,,,
s__Udaeobacter_sp003218785--GB_GCA_003218785.1,6,1,6,0,0.0,,,
s__Udaeobacter_sp003218815--GB_GCA_003218815.1,1,2,2,0,0.0,,,
s__Udaeobacter_sp003218885--GB_GCA_003218885.1,3,2,6,0,0.0,,,
s__Udaeobacter_sp003218945--GB_GCA_003218945.1,4,1,4,0,0.0,,,
s__Udaeobacter_sp003218975--GB_GCA_003218975.1,5,1,5,0,0.0,,,
s__Udaeobacter_sp003219005--GB_GCA_003219005.1,5,1,5,0,0.0,,,
s__Udaeobacter_sp003219415--GB_GCA_003219415.1,5,2,10,0,0.0,,,
s__Udaeobacter_sp003219945--GB_GCA_003219945.1,3,1,3,0,0.0,,,
s__Udaeobacter_sp003221195--GB_GCA_003221195.1,5,2,10,0,0.0,,,
s__Udaeobacter_sp003221375--GB_GCA_003221375.1,1,1,1,0,0.0,,,
s__Ureibacillus_antri--RS_GCF_003977595.1,6,2,12,0,0.0,,,
s__Ureibacillus_composti_A--RS_GCF_016908465.1,7,3,21,6,28.6,102.5,9.0,102.5
s__VAUL01_sp005774545--GB_GCA_005774545.1,3,3,9,0,0.0,,,
s__VBCG01_sp005881895--GB_GCA_005881895.1,7,2,14,0,0.0,,,
